sector,tic_id,windows,status
45,432915224,100,kept
45,320536397,100,kept
45,349945601,100,kept
45,462512093,100,kept
45,388897718,100,kept
45,91917252,100,kept
45,14450732,100,kept
45,356377075,100,kept
45,364954235,100,kept
46,60257911,100,kept
46,27069267,100,kept
46,323474833,100,kept
46,27652512,100,kept
46,95435589,100,kept
46,126233371,100,kept
46,4555425,100,kept
46,178268553,100,kept
46,366657979,100,kept
47,288468168,100,kept
47,298363685,100,kept
47,241186954,100,kept
47,900786494,100,kept
47,160586189,100,kept
47,376926030,100,kept
47,233071986,100,kept
47,73482541,100,kept
47,154404119,100,kept
47,272615711,100,kept
48,445861731,100,kept
48,115861311,100,kept
48,316332502,100,kept
48,154561790,100,kept
48,171603787,100,kept
48,138735661,100,kept
48,356630443,100,kept
48,219739347,100,kept
48,1551738333,100,kept
48,70681749,100,kept
49,87599704,100,kept
49,236817738,100,kept
49,229689153,100,kept
49,376524285,100,kept
49,298665056,100,kept
49,1201274414,100,kept
49,230122220,100,kept
49,255807088,100,kept
49,397553622,100,kept
49,199460440,100,kept
50,198384223,100,kept
50,141330327,100,kept
50,198107191,100,kept
50,298166010,100,kept
50,229752332,100,kept
50,321553293,100,kept
50,224309126,100,kept
50,233504752,100,kept
50,199712197,100,kept
51,445848966,100,kept
51,445084152,100,kept
51,229910234,100,kept
51,298288886,100,kept
51,441720037,100,kept
51,188822749,100,kept
51,288611263,100,kept
51,462618914,100,kept
51,417734868,100,kept
51,233466546,100,kept
52,233054478,100,kept
52,193874529,100,kept
52,154840620,100,kept
52,207492417,100,kept
52,159244204,100,kept
52,441738774,100,kept
52,198456464,100,kept
52,198240464,100,kept
52,275458463,100,kept
52,366581547,100,kept
53,281486951,100,kept
53,441600335,100,kept
53,441638194,100,kept
53,75656676,100,kept
53,281431160,100,kept
53,312812376,100,kept
53,219762611,100,kept
53,188633014,100,kept
53,198781841,100,kept
53,299028948,100,kept
54,1973201671,100,kept
54,338305397,100,kept
54,424440068,100,kept
54,289455372,100,kept
54,395307948,100,kept
54,169815270,100,kept
54,156879669,100,kept
54,278840551,100,kept
54,230069390,100,kept
54,87834454,100,kept
55,441807720,100,kept
55,229706335,100,kept
55,159447393,100,kept
55,229495661,100,kept
55,393867985,100,kept
55,199547573,100,kept
55,236906222,100,kept
55,305446550,100,kept
55,164832884,100,kept
55,1984254165,100,kept
56,233075671,100,kept
56,376846937,100,kept
56,357777444,100,kept
56,455556361,100,kept
56,153943235,100,kept
56,64476673,100,kept
56,90923164,100,kept
56,269696791,100,kept
56,232615474,100,kept
56,160804898,100,kept
57,238391255,100,kept
57,150861292,100,kept
57,256718892,100,kept
57,16879319,100,kept
57,371059614,100,kept
57,66549499,100,kept
57,150971460,100,kept
57,374291215,100,kept
57,233737354,100,kept
57,600791885,100,kept
58,264909950,100,kept
58,116991977,100,kept
58,641210817,100,kept
58,407162781,100,kept
58,468304044,100,kept
58,21117091,100,kept
58,427240280,100,kept
58,230123572,100,kept
58,420393296,100,kept
58,232611919,100,kept
59,428988981,100,kept
59,155662476,100,kept
59,82500514,100,kept
59,2051589552,100,kept
59,328998151,100,kept
59,9139116,100,kept
59,229740594,100,kept
59,229747848,100,kept
59,259465832,100,kept
59,435742094,100,kept
60,802644353,100,kept
60,298071897,100,kept
60,365921901,100,kept
60,22705558,100,kept
60,157758211,100,kept
60,321413937,100,kept
60,4604435,100,kept
61,96803744,100,kept
61,349417244,100,kept
61,309926308,100,kept
61,80719034,100,kept
61,2089984,100,kept
61,134545456,100,kept
61,800057172,100,kept
61,364395704,100,kept
61,140579674,100,kept
61,134596619,100,kept
62,285704249,100,kept
62,36763033,100,kept
62,26228906,100,kept
62,101423934,100,kept
62,143992817,100,kept
62,81801316,100,kept
62,268115958,100,kept
62,38609671,100,kept
62,255560639,100,kept
62,298082834,100,kept
63,99140314,100,kept
63,332823538,100,kept
63,335433196,100,kept
63,149250753,100,kept
63,458962112,100,kept
63,167811761,100,kept
63,149304313,100,kept
63,349521875,100,kept
63,307363368,100,kept
63,359049434,100,kept
64,30119875,100,kept
64,323341780,100,kept
64,231077395,100,kept
64,33833289,100,kept
64,952023550,100,kept
64,21009910,100,kept
64,302048382,100,kept
64,229181558,100,kept
64,31512788,100,kept
64,167085840,100,kept
65,349573009,100,kept
65,160444291,100,kept
